age,change_type,client_tenure_days,date,driver_type,drivers_cancelled,drivers_created,family_type,new_driver_no,new_expiry_date,new_license_no,new_premium,new_vehicle_no,new_vehicle_type,new_vin,old_expiry_date,old_vehicle_no,old_vehicle_type,old_vin,policy_no,premium,removed_driver_no,removed_license_no,removed_vehicle_no,removed_vehicle_type,removed_vin,vehicles_cancelled,vehicles_created
,policy_cancellation,,2019-01-01,,2,,,,,,,,,,,,,,00000717,,,,,,,2,
,policy_cancellation,,2019-01-01,,1,,,,,,,,,,,,,,00000323,,,,,,,2,
,policy_cancellation,,2019-01-01,,1,,,,,,,,,,,,,,00000338,,,,,,,1,
,policy_cancellation,,2019-01-01,,1,,,,,,,,,,,,,,00000297,,,,,,,1,
,new_policy,,2019-01-01,,,2,family_multi_vehicle,,,,,,,,,,,,00001424,1086.9,,,,,,,4
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001425,1289.21,,,,,,,1
,new_policy,,2019-01-01,,,2,family_single_vehicle,,,,,,,,,,,,00001426,1556.04,,,,,,,1
,new_policy,,2019-01-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001427,1180.85,,,,,,,3
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001428,1351.86,,,,,,,1
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001429,1406.37,,,,,,,1
,new_policy,,2019-01-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001430,1175.15,,,,,,,3
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001431,1431.37,,,,,,,1
,new_policy,,2019-01-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001432,1048.09,,,,,,,3
,new_policy,,2019-01-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001433,1332.15,,,,,,,2
,new_policy,,2019-01-01,,,1,family_single_vehicle,,,,,,,,,,,,00001434,1811.17,,,,,,,1
,new_policy,,2019-01-01,,,1,family_single_vehicle,,,,,,,,,,,,00001435,1557.74,,,,,,,1
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001436,1362.94,,,,,,,1
,new_policy,,2019-01-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00001437,1425.55,,,,,,,2
,new_policy,,2019-01-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001438,1314.72,,,,,,,3
,new_policy,,2019-01-01,,,1,family_single_vehicle,,,,,,,,,,,,00001439,1555.79,,,,,,,1
,new_policy,,2019-01-01,,,1,family_single_vehicle,,,,,,,,,,,,00001440,1486.95,,,,,,,1
,new_policy,,2019-01-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00001441,1253.9,,,,,,,3
,new_policy,,2019-01-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001442,1478.23,,,,,,,1
,new_policy,,2019-01-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001443,1111.44,,,,,,,3
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Crossover,W2L2E6H797R3LW5FJ,,01,Coupe,VH5V66S6142TN10FP,00000820,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,05,Sedan,DVDPK6GV5E9Z5ZZZ4,,02,SUV,0M79DT2K2AN07859T,00000347,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Minivan,1WT7BSD9248HKHSR3,,03,Sedan,K7A1Z3XZ6RKWKW1BM,00001172,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,05,Truck,8ZY1SN9Z91WGEK7C3,,03,Wagon,7T19M9P09306E1YA9,00000514,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Minivan,NLP67N7P5DE987BJU,,02,Wagon,S94JS3U7411W5EX6G,00000680,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,SUV,0DU0RWA83EA754PLU,,01,Sedan,CP8GBYZS1YX0HFL94,00000700,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Crossover,52N65HE41HPA4TPMG,,01,Wagon,ADVH5AWW6WFY5P05D,00000519,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Crossover,C0S6ZVJE2AGJTEYKU,,01,Minivan,G44KGPHL5R367CCFH,00000198,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,05,Sports Car,KTMGACY18HSYU3X7V,,01,Coupe,UNLA7XPU0ER3GA4NU,00000222,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Crossover,N4K7AWEJ51HG1DDBE,,02,Coupe,2KS0XH6S2C080R5FZ,00001042,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Convertible,YGN97SFZ68TVB8TJZ,,01,Crossover,1TTGSJZF32P5UK89D,00000571,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Minivan,T6GT4T8U78SYGGFA9,,02,Minivan,CZ0W5RFH2H5B94FF3,00000214,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Wagon,KZ3N7LFF3AJVCWLM9,,01,Sports Car,J17449SR79T16YCT5,00001283,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Coupe,J9LRAH2F7WZJXGJTC,,01,Sports Car,V7DULPWS6CLN809T7,00001037,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Sedan,8KMKY17Y87SN4H948,,02,Convertible,ZHPTVTSH25MV732N9,00001040,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Wagon,29TA867A52RMYJ6GP,,02,Crossover,EFZHVPKY3C32CV3YC,00001216,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Minivan,KJZJFRNM7KZDDSF1E,,01,SUV,60BJ67KP97ZSM43PL,00001383,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Sedan,AFNAFSXD6YGKSMDWB,,02,Sports Car,GHUGFLYY9J7NLFBMX,00000420,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Truck,YL2K0LYX0AGCJBZP1,,02,Convertible,4NPLAMND8NRPSA2YJ,00001152,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,05,Truck,E7RHS0G211BZF99Y1,,03,Crossover,7DPEC6XS9W1YUD9HY,00000793,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,SUV,JYR43WFV32KJ8KA63,,01,Truck,WBK2XTCU1HA70S8GD,00000899,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,06,SUV,LD9XXYXY7833ZA1GC,,04,Hatchback,AC4J6CH11GRP9ZF3A,00000481,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,04,Sedan,UH3W8CTZ5FUWN96VX,,03,Wagon,98CUAZDS4ES7HBRCA,00000074,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,02,Sports Car,PTDA3BL6118MFBADD,,01,Coupe,T0RKS0GT9EG4SGT47,00000569,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Crossover,LC4MVEMX4YS681HGC,,02,Minivan,X9SJFBE09YKJASZLE,00000507,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Sports Car,B74ML9SU56R204WX6,,02,Convertible,K91ZKA5Z8MH2WP6T2,00000435,,,,,,,,
,vehicle_replacement,,2019-02-01,,,,,,,,,03,Sports Car,DX4SPR9N0GUV16SG9,,02,Convertible,ZC5M2PCE4A4FKLAMD,00000422,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,03,Minivan,9XHJ6DNC2P3KG73F4,,,,,00000376,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,03,Crossover,84S6DUBX7NED4M63D,,,,,00000666,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,Sedan,813N52RT6BBVSJT4G,,,,,00001220,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,SUV,9BZBFGH813BWTR8L1,,,,,00000236,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,Convertible,GCDNFJ6448YSHL0AE,,,,,00001255,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,Hatchback,X7LR2ABA27E28WFTW,,,,,00000624,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,Hatchback,2L8XLKML93FCYCVP2,,,,,00000643,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,03,Convertible,6LUEVGEL16RT17SJH,,,,,00001349,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,02,Hatchback,1WD876PV6NWAFP7WF,,,,,00000914,,,,,,,,
,vehicle_addition,,2019-02-01,,,,,,,,,03,Convertible,UFAWUZ9N743GRPTM6,,,,,00000979,,,,,,,,
,vehicle_removal,,2019-02-01,,,,,,,,,,,,,,,,00000385,,,,01,Sports Car,JZNT6ZDJ2L6LFL7JP,,
,vehicle_removal,,2019-02-01,,,,,,,,,,,,,,,,00001182,,,,02,Hatchback,M2TYL1UP621S7M459,,
,vehicle_removal,,2019-02-01,,,,,,,,,,,,,,,,00001372,,,,01,Sedan,CB3M3J5A2VBCMRJPM,,
,vehicle_removal,,2019-02-01,,,,,,,,,,,,,,,,00000689,,,,01,Hatchback,0M499ZFZ92PGS168A,,
,vehicle_removal,,2019-02-01,,,,,,,,,,,,,,,,00000897,,,,02,Truck,080L1SVK393M60WJV,,
18,driver_addition,,2019-02-01,secondary,,,,04,,YIGP268KJ,,,,,,,,,00000362,,,,,,,,
25,driver_addition,,2019-02-01,secondary,,,,03,,TRPW169ZV,,,,,,,,,00001026,,,,,,,,
31,driver_addition,,2019-02-01,spouse,,,,02,,JAHU706JG,,,,,,,,,00000501,,,,,,,,
21,driver_addition,,2019-02-01,secondary,,,,04,,LKIC832LO,,,,,,,,,00000292,,,,,,,,
56,driver_addition,,2019-02-01,spouse,,,,02,,VVRQ751QU,,,,,,,,,00000162,,,,,,,,
28,driver_addition,,2019-02-01,spouse,,,,02,,MYZD768UU,,,,,,,,,00001193,,,,,,,,
36,driver_addition,,2019-02-01,spouse,,,,02,,AJPG753BO,,,,,,,,,00001212,,,,,,,,
46,driver_addition,,2019-02-01,spouse,,,,02,,HSHW307WT,,,,,,,,,00000324,,,,,,,,
28,driver_addition,,2019-02-01,spouse,,,,02,,NXRD768SY,,,,,,,,,00000779,,,,,,,,
19,driver_addition,,2019-02-01,secondary,,,,04,,VSCG318YZ,,,,,,,,,00001052,,,,,,,,
55,driver_addition,,2019-02-01,spouse,,,,02,,ATKI445TV,,,,,,,,,00000401,,,,,,,,
20,driver_addition,,2019-02-01,secondary,,,,04,,ERBS584BX,,,,,,,,,00000188,,,,,,,,
23,driver_addition,,2019-02-01,secondary,,,,03,,PUOM622JC,,,,,,,,,00001150,,,,,,,,
16,driver_addition,,2019-02-01,secondary,,,,04,,MIVZ845TQ,,,,,,,,,00000296,,,,,,,,
23,driver_addition,,2019-02-01,secondary,,,,03,,KTXJ700WJ,,,,,,,,,00000290,,,,,,,,
25,driver_addition,,2019-02-01,secondary,,,,03,,BCMI769AP,,,,,,,,,00001255,,,,,,,,
30,driver_addition,,2019-02-01,spouse,,,,02,,YXIM389WT,,,,,,,,,00000884,,,,,,,,
45,driver_addition,,2019-02-01,spouse,,,,02,,NNFZ130TV,,,,,,,,,00000853,,,,,,,,
20,driver_removal,,2019-02-01,secondary,,,,,,,,,,,,,,,00000073,,03,UDMM016EA,,,,,
56,driver_removal,,2019-02-01,spouse,,,,,,,,,,,,,,,00000915,,02,WDFN178NP,,,,,
55,driver_removal,,2019-02-01,spouse,,,,,,,,,,,,,,,00001294,,02,XLCC511MK,,,,,
22,driver_removal,,2019-02-01,secondary,,,,,,,,,,,,,,,00001422,,01,EJND348QG,,,,,
16,driver_removal,,2019-02-01,secondary,,,,,,,,,,,,,,,00000184,,03,VQQJ214SG,,,,,
25,driver_removal,,2019-02-01,secondary,,,,,,,,,,,,,,,00000346,,04,DRIG901GL,,,,,
21,driver_removal,,2019-02-01,secondary,,,,,,,,,,,,,,,00001432,,01,CSCS846FK,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1502.13,,,,2019-02-01,,,,00000032,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-02,,1284.33,,,,2019-02-02,,,,00000033,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-03,,1360.04,,,,2019-02-03,,,,00000034,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-04,,1296.9,,,,2019-02-04,,,,00000035,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-05,,1528.84,,,,2019-02-05,,,,00000036,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-06,,1530.21,,,,2019-02-06,,,,00000037,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-07,,1266.38,,,,2019-02-07,,,,00000038,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-09,,1366.34,,,,2019-02-09,,,,00000040,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-10,,1471.37,,,,2019-02-10,,,,00000041,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-11,,1471.11,,,,2019-02-11,,,,00000042,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-12,,1140.2,,,,2019-02-12,,,,00000043,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-13,,1430.38,,,,2019-02-13,,,,00000044,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-14,,1402.83,,,,2019-02-14,,,,00000045,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-15,,1239.59,,,,2019-02-15,,,,00000046,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-16,,1595.76,,,,2019-02-16,,,,00000047,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-17,,1447.99,,,,2019-02-17,,,,00000048,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-18,,1345.14,,,,2019-02-18,,,,00000049,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-19,,1409.15,,,,2019-02-19,,,,00000050,,,,,,,,
,policy_cancellation,,2019-02-01,,4,,,,,,,,,,,,,,00000051,,,,,,,3,
,policy_renewal,365,2019-02-01,,,,,,2020-02-21,,1522.01,,,,2019-02-21,,,,00000052,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-22,,1269.19,,,,2019-02-22,,,,00000053,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-23,,1139.45,,,,2019-02-23,,,,00000054,,,,,,,,
,policy_cancellation,,2019-02-01,,1,,,,,,,,,,,,,,00000055,,,,,,,3,
,policy_renewal,365,2019-02-01,,,,,,2020-02-25,,1121.04,,,,2019-02-25,,,,00000056,,,,,,,,
,policy_cancellation,,2019-02-01,,2,,,,,,,,,,,,,,00000057,,,,,,,1,
,policy_renewal,365,2019-02-01,,,,,,2020-02-28,,1292.97,,,,2019-02-28,,,,00000059,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1234.59,,,,2019-02-01,,,,00001218,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1153.97,,,,2019-02-01,,,,00001219,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1396.58,,,,2019-02-01,,,,00001220,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1194.06,,,,2019-02-01,,,,00001221,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1343.33,,,,2019-02-01,,,,00001222,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1329.85,,,,2019-02-01,,,,00001223,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1428.63,,,,2019-02-01,,,,00001224,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1179.07,,,,2019-02-01,,,,00001225,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1764.48,,,,2019-02-01,,,,00001226,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1236.5,,,,2019-02-01,,,,00001227,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1531.24,,,,2019-02-01,,,,00001228,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1291.46,,,,2019-02-01,,,,00001229,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1139.79,,,,2019-02-01,,,,00001230,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1378.07,,,,2019-02-01,,,,00001232,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1350.34,,,,2019-02-01,,,,00001233,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1094.61,,,,2019-02-01,,,,00001234,,,,,,,,
,policy_renewal,365,2019-02-01,,,,,,2020-02-01,,1464.54,,,,2019-02-01,,,,00001235,,,,,,,,
,policy_cancellation,,2019-02-01,,4,,,,,,,,,,,,,,00000956,,,,,,,3,
,policy_cancellation,,2019-02-01,,1,,,,,,,,,,,,,,00000068,,,,,,,1,
,policy_cancellation,,2019-02-01,,3,,,,,,,,,,,,,,00000358,,,,,,,3,
,policy_cancellation,,2019-02-01,,4,,,,,,,,,,,,,,00001204,,,,,,,2,
,policy_cancellation,,2019-02-01,,4,,,,,,,,,,,,,,00000023,,,,,,,4,
,policy_cancellation,,2019-02-01,,3,,,,,,,,,,,,,,00000317,,,,,,,2,
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001444,1391.62,,,,,,,1
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001445,1336.8,,,,,,,1
,new_policy,,2019-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001446,1203.16,,,,,,,2
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001447,1622.35,,,,,,,1
,new_policy,,2019-02-01,,,2,family_single_vehicle,,,,,,,,,,,,00001448,1430.33,,,,,,,1
,new_policy,,2019-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001449,1138.09,,,,,,,4
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001450,1289.13,,,,,,,1
,new_policy,,2019-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001451,1349.01,,,,,,,3
,new_policy,,2019-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00001452,1083.68,,,,,,,3
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001453,1466.61,,,,,,,1
,new_policy,,2019-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001454,1230.43,,,,,,,3
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001455,1444.68,,,,,,,1
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001456,1535.46,,,,,,,1
,new_policy,,2019-02-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00001457,1207.08,,,,,,,3
,new_policy,,2019-02-01,,,1,family_single_vehicle,,,,,,,,,,,,00001458,1254.83,,,,,,,1
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001459,1346.3,,,,,,,1
,new_policy,,2019-02-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00001460,1399.18,,,,,,,2
,new_policy,,2019-02-01,,,1,family_single_vehicle,,,,,,,,,,,,00001461,1684.12,,,,,,,1
,new_policy,,2019-02-01,,,1,family_single_vehicle,,,,,,,,,,,,00001462,1417.02,,,,,,,1
,new_policy,,2019-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001463,1546.02,,,,,,,1
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Convertible,BWS274H72Y9ETZ1G4,,01,SUV,36YTH4HT5WSZ9CZES,00001423,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Sedan,LAJFKA9X9VX91HR5P,,01,Hatchback,V6873DH118WYJN60S,00001185,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,04,Hatchback,BLDSD6N2619C7TMPV,,03,Hatchback,2MF4962K0JXERKMH4,00000403,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Sports Car,Z6W0LRXD7F9B4YKG9,,01,Convertible,PWZ7U86U371J63TBL,00000469,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,03,Coupe,WYMF9BZA0XTUMMZ60,,01,Minivan,YR5W8P2U3X6YVHS7K,00001140,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,SUV,XTZF1BB05N9099BCH,,01,Minivan,YS8J9VF92S5VPMCWX,00001395,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Convertible,9TXSFSEG6E6D4DY5U,,01,Hatchback,65TSSENB07J6XVTR7,00001334,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,05,Coupe,UAKVVB0A91GDRKNUX,,04,Convertible,BZMN24C59XLTE3079,00000909,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Coupe,3VLZECJ92ZUCXTCEC,,01,Hatchback,CRPD319F2DRB6HFU8,00001361,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,SUV,8DD3Z6YH3DHB23FVG,,01,SUV,LH3NWXSS48B72AD37,00001364,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Minivan,SZKNF3RC9K25BF1NK,,01,Hatchback,Y4S8GUH57MWHYHYUL,00001269,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,04,Sports Car,A9XY0RMS2VKRAP7ZX,,01,Hatchback,WY39CF6Y1L4SHLY65,00000395,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,05,Sedan,VYW4K02Z3G4G4DJ3W,,01,Coupe,4YET43L845J0RXSMU,00000749,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,04,Sedan,4D75RLWJ721436W17,,03,Crossover,MZA5S6PU2SST5JHLM,00000396,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Wagon,NA44NP685DZ0T79R9,,01,Hatchback,CFSJUZAS14UAG9HEP,00000715,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Wagon,BZKE6N514ZVP5GL95,,01,Truck,4C3U9KF58KNLBFRAA,00001325,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,03,Convertible,D4F66SDV0LA469LZ0,,02,Crossover,WK6EXH1G2TSURPAHR,00000342,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,03,Sports Car,GBYERCJ25HDT5WL20,,01,Hatchback,T57BPBWM9R5F9LB5U,00001159,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Coupe,5U4SBA6J21P4K6MAT,,01,Coupe,A0LTP61T0SFJTVJYL,00001401,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Convertible,T3GW9T7C7M25CV6DV,,01,Convertible,BEN9RTLK2K20DCYW5,00001295,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Wagon,N4282W6M3UNS2740K,,01,Minivan,0PVTNYK47718VP1U0,00001286,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Truck,CRP6MSSS915PUAKTC,,01,Sedan,VSSSVV5U4C6P151BE,00000557,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Truck,G6SBYBHF0YWFX5PY8,,01,Crossover,8V9FSX429E1ZFXJAB,00000178,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Sports Car,SJCU054J5YRT53BEG,,01,SUV,KDBVFSFC8ZRRNTV3M,00000784,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Crossover,729L6GMS0GD4RHSMA,,01,SUV,FAJB91B477E17F18W,00000815,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,04,Truck,XXWT3X8W0BD0SM2A8,,02,Crossover,AUNFA7140TTR8NBM8,00000545,,,,,,,,
,vehicle_replacement,,2019-03-01,,,,,,,,,02,Minivan,5PZKN5K38SHJTK6DH,,01,Minivan,METM5DGN0X13W8K2V,00000672,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,04,Truck,L91T437J77V9HG0ZT,,,,,00001143,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,03,Truck,R07BAFPD1MHMEXLY7,,,,,00000443,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,04,Hatchback,FJR5KLP17L97N5H8G,,,,,00001001,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,02,Hatchback,3BCNY6KG20L1L4AUS,,,,,00000681,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,02,Sedan,97EH99T76TC6A48HF,,,,,00000421,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,04,Convertible,N4YNG2RR10M051D4G,,,,,00000508,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,02,SUV,E2NSCH3E6KRDVB4W6,,,,,00000528,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,03,Wagon,61EUDM732YNRT73DC,,,,,00001076,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,03,SUV,NPKCDKWG4ANF6W6NN,,,,,00000733,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,05,Crossover,H7TXVJMS0F9PK2AMZ,,,,,00000680,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,03,Wagon,0P87FRBS5KB9G2GTS,,,,,00000031,,,,,,,,
,vehicle_addition,,2019-03-01,,,,,,,,,04,Hatchback,2LM64KWN5D6F24V3A,,,,,00000437,,,,,,,,
,vehicle_removal,,2019-03-01,,,,,,,,,,,,,,,,00000903,,,,03,Wagon,MJZXBVE961GLXZFLT,,
20,driver_addition,,2019-03-01,secondary,,,,03,,GEOH825PK,,,,,,,,,00000522,,,,,,,,
30,driver_addition,,2019-03-01,spouse,,,,02,,MGEM772FJ,,,,,,,,,00000628,,,,,,,,
47,driver_addition,,2019-03-01,spouse,,,,02,,DHJO666QA,,,,,,,,,00001009,,,,,,,,
21,driver_addition,,2019-03-01,secondary,,,,04,,FQZJ408CD,,,,,,,,,00000471,,,,,,,,
19,driver_addition,,2019-03-01,secondary,,,,03,,TQCT321FK,,,,,,,,,00000640,,,,,,,,
24,driver_addition,,2019-03-01,secondary,,,,02,,IHFY739NE,,,,,,,,,00001373,,,,,,,,
52,driver_addition,,2019-03-01,spouse,,,,02,,UHAO020JX,,,,,,,,,00000746,,,,,,,,
20,driver_addition,,2019-03-01,secondary,,,,04,,VMOK758CJ,,,,,,,,,00000327,,,,,,,,
23,driver_addition,,2019-03-01,secondary,,,,04,,NASO596XR,,,,,,,,,00000252,,,,,,,,
18,driver_addition,,2019-03-01,secondary,,,,03,,JCAW898FX,,,,,,,,,00001043,,,,,,,,
59,driver_addition,,2019-03-01,spouse,,,,02,,OMSC152WV,,,,,,,,,00000600,,,,,,,,
22,driver_addition,,2019-03-01,secondary,,,,03,,NZXR274ZW,,,,,,,,,00000889,,,,,,,,
60,driver_addition,,2019-03-01,spouse,,,,02,,SJRE025XW,,,,,,,,,00001274,,,,,,,,
